省市区名,地市名,县市区名,县市区代码
吉林省,吉林市,蛟河市,220281
吉林省,吉林市,桦甸市,220282
吉林省,吉林市,舒兰市,220283
吉林省,吉林市,磐石市,220284
吉林省,四平市,铁西区,220302
吉林省,四平市,铁东区,220303
吉林省,四平市,[公主岭市],220319
吉林省,四平市,[怀德县],220321
吉林省,四平市,梨树县,220322
吉林省,四平市,伊通满族自治县,220323
吉林省,四平市,[双辽县],220324
吉林省,四平市,公主岭市,220381
吉林省,四平市,双辽市,220382
吉林省,辽源市,龙山区,220402
吉林省,辽源市,西安区,220403
吉林省,辽源市,东丰县,220421
吉林省,辽源市,东辽县,220422
吉林省,通化市,东昌区,220502
吉林省,通化市,二道江区,220503
吉林省,通化市,[梅河口市],220519
吉林省,通化市,通化县,220521
吉林省,通化市,[集安县],220522
吉林省,通化市,辉南县,220523
吉林省,通化市,柳河县,220524
吉林省,通化市,梅河口市,220581
吉林省,通化市,集安市,220582
吉林省,白山市,浑江区,220602
吉林省,白山市,[三岔子区],220603
吉林省,白山市,[临江区],220604
吉林省,白山市,江源区,220605
吉林省,白山市,抚松县,220621
吉林省,白山市,靖宇县,220622
吉林省,白山市,长白朝鲜族自治县,220623
吉林省,白山市,[临江县],220624
吉林省,白山市,[江源县],220625
吉林省,白山市,临江市,220681
吉林省,松原市,宁江区,220702
吉林省,松原市,前郭尔罗斯蒙古族自治县,220721
吉林省,松原市,长岭县,220722
吉林省,松原市,乾安县,220723
吉林省,松原市,[扶余县],220724
吉林省,松原市,扶余市,220781
吉林省,白城市,洮北区,220802
吉林省,白城市,镇赉县,220821
吉林省,白城市,通榆县,220822
吉林省,白城市,洮南市,220881
吉林省,白城市,大安市,220882
吉林省,[四平地区],[四平市],222101
吉林省,[四平地区],[辽源市],222102
吉林省,[四平地区],[怀德县],222121
吉林省,[四平地区],[梨树县],222122
吉林省,[四平地区],[伊通县],222123
吉林省,[四平地区],[双辽县],222124
吉林省,[四平地区],[东丰县],222125
吉林省,[通化地区],[通化市],222201
吉林省,[通化地区],[浑江市],222202
吉林省,[通化地区],[海龙县],222221
吉林省,[通化地区],[通化县],222222
吉林省,[通化地区],[柳河县],222223
吉林省,[通化地区],[辉南县],222224
吉林省,[通化地区],[集安县],222225
吉林省,[通化地区],[抚松县],222226
吉林省,[通化地区],[靖宇县],222227
吉林省,[通化地区],[长白朝鲜族自治县],222228
吉林省,[白城地区],[白城市],222301
吉林省,[白城地区],[洮南市],222302
吉林省,[白城地区],[扶余市],222303
吉林省,[白城地区],[大安市],222304
吉林省,[白城地区],[扶余县],222321
吉林省,[白城地区],[洮安县],222322
吉林省,[白城地区],[长岭县],222323
吉林省,[白城地区],[前郭尔罗斯蒙古族自治县],222324
吉林省,[白城地区],[大安县],222325
吉林省,[白城地区],[镇赉县],222326
吉林省,[白城地区],[通榆县],222327
吉林省,[白城地区],[乾安县],222328
吉林省,延边朝鲜族自治州,延吉市,222401
吉林省,延边朝鲜族自治州,图们市,222402
吉林省,延边朝鲜族自治州,敦化市,222403
吉林省,延边朝鲜族自治州,珲春市,222404
吉林省,延边朝鲜族自治州,龙井市,222405
吉林省,延边朝鲜族自治州,和龙市,222406
吉林省,延边朝鲜族自治州,[龙井县],222421
吉林省,延边朝鲜族自治州,[敦化县],222422
吉林省,延边朝鲜族自治州,[和龙县],222423
吉林省,延边朝鲜族自治州,汪清县,222424
吉林省,延边朝鲜族自治州,[珲春县],222425
吉林省,延边朝鲜族自治州,安图县,222426
吉林省,[省直辖县级行政区划],[公主岭市],229001
吉林省,[省直辖县级行政区划],[梅河口市],229002
吉林省,[省直辖县级行政区划],[集安市],229003
吉林省,[省直辖县级行政区划],[桦甸市],229004
吉林省,[省直辖县级行政区划],[九台市],229005
吉林省,[省直辖县级行政区划],[蛟河市],229006
吉林省,[省直辖县级行政区划],[榆树市],229007
吉林省,[省直辖县级行政区划],[舒兰市],229008
吉林省,[省直辖县级行政区划],[大安市],229009
吉林省,[省直辖县级行政区划],[洮南市],229010
吉林省,[省直辖县级行政区划],[临江市],229011
吉林省,[省直辖县级行政区划],[德惠市],229012
黑龙江省,哈尔滨市,道里区,230102
黑龙江省,哈尔滨市,南岗区,230103
黑龙江省,哈尔滨市,道外区,230104
黑龙江省,哈尔滨市,[太平区],230105
黑龙江省,哈尔滨市,[香坊区],230106
黑龙江省,哈尔滨市,[动力区],230107
黑龙江省,哈尔滨市,平房区,230108
黑龙江省,哈尔滨市,松北区,230109
黑龙江省,哈尔滨市,香坊区,230110
黑龙江省,哈尔滨市,呼兰区,230111
黑龙江省,哈尔滨市,阿城区,230112
黑龙江省,哈尔滨市,双城区,230113
黑龙江省,哈尔滨市,[呼兰县],230121
黑龙江省,哈尔滨市,[阿城县],230122
黑龙江省,哈尔滨市,依兰县,230123
黑龙江省,哈尔滨市,方正县,230124
黑龙江省,哈尔滨市,宾县,230125
黑龙江省,哈尔滨市,巴彦县,230126
黑龙江省,哈尔滨市,木兰县,230127
黑龙江省,哈尔滨市,通河县,230128
黑龙江省,哈尔滨市,延寿县,230129
黑龙江省,哈尔滨市,[阿城市],230181
黑龙江省,哈尔滨市,[双城市],230182
黑龙江省,哈尔滨市,尚志市,230183
黑龙江省,哈尔滨市,五常市,230184
黑龙江省,齐齐哈尔市,龙沙区,230202
黑龙江省,齐齐哈尔市,建华区,230203
黑龙江省,齐齐哈尔市,铁锋区,230204
黑龙江省,齐齐哈尔市,昂昂溪区,230205
黑龙江省,齐齐哈尔市,富拉尔基区,230206
黑龙江省,齐齐哈尔市,碾子山区,230207
黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,230208
黑龙江省,齐齐哈尔市,龙江县,230221
黑龙江省,齐齐哈尔市,[讷河县],230222
黑龙江省,齐齐哈尔市,依安县,230223
黑龙江省,齐齐哈尔市,泰来县,230224
黑龙江省,齐齐哈尔市,甘南县,230225
黑龙江省,齐齐哈尔市,[杜尔伯特蒙古族自治县],230226
黑龙江省,齐齐哈尔市,富裕县,230227
黑龙江省,齐齐哈尔市,[林甸县],230228
黑龙江省,齐齐哈尔市,克山县,230229
黑龙江省,齐齐哈尔市,克东县,230230
黑龙江省,齐齐哈尔市,拜泉县,230231
黑龙江省,齐齐哈尔市,讷河市,230281
黑龙江省,鸡西市,鸡冠区,230302
黑龙江省,鸡西市,恒山区,230303
黑龙江省,鸡西市,滴道区,230304
黑龙江省,鸡西市,梨树区,230305
黑龙江省,鸡西市,城子河区,230306
黑龙江省,鸡西市,麻山区,230307
黑龙江省,鸡西市,鸡东县,230321
黑龙江省,鸡西市,[虎林县],230322
黑龙江省,鸡西市,虎林市,230381
黑龙江省,鸡西市,密山市,230382
黑龙江省,鹤岗市,向阳区,230402
黑龙江省,鹤岗市,工农区,230403
黑龙江省,鹤岗市,南山区,230404
黑龙江省,鹤岗市,兴安区,230405
黑龙江省,鹤岗市,东山区,230406
黑龙江省,鹤岗市,兴山区,230407
黑龙江省,鹤岗市,萝北县,230421
黑龙江省,鹤岗市,绥滨县,230422
黑龙江省,双鸭山市,尖山区,230502
黑龙江省,双鸭山市,岭东区,230503
黑龙江省,双鸭山市,[岭西区],230504
黑龙江省,双鸭山市,四方台区,230505
黑龙江省,双鸭山市,宝山区,230506
黑龙江省,双鸭山市,集贤县,230521
黑龙江省,双鸭山市,友谊县,230522
黑龙江省,双鸭山市,宝清县,230523
黑龙江省,双鸭山市,饶河县,230524
黑龙江省,大庆市,萨尔图区,230602
黑龙江省,大庆市,龙凤区,230603
黑龙江省,大庆市,让胡路区,230604
黑龙江省,大庆市,红岗区,230605
黑龙江省,大庆市,大同区,230606
黑龙江省,大庆市,肇州县,230621
黑龙江省,大庆市,肇源县,230622
黑龙江省,大庆市,林甸县,230623
黑龙江省,大庆市,杜尔伯特蒙古族自治县,230624
黑龙江省,伊春市,伊春区,230702
黑龙江省,伊春市,南岔区,230703
黑龙江省,伊春市,友好区,230704
黑龙江省,伊春市,西林区,230705
黑龙江省,伊春市,翠峦区,230706
黑龙江省,伊春市,新青区,230707
黑龙江省,伊春市,美溪区,230708
黑龙江省,伊春市,金山屯区,230709
黑龙江省,伊春市,五营区,230710
黑龙江省,伊春市,乌马河区,230711
黑龙江省,伊春市,汤旺河区,230712
黑龙江省,伊春市,带岭区,230713
黑龙江省,伊春市,乌伊岭区,230714
黑龙江省,伊春市,红星区,230715
黑龙江省,伊春市,上甘岭区,230716
黑龙江省,伊春市,[市区],230720
黑龙江省,伊春市,[铁力县(铁骊县)],230721
黑龙江省,伊春市,嘉荫县,230722
黑龙江省,伊春市,铁力市(铁骊市),230781
黑龙江省,佳木斯市,[永红区],230802
黑龙江省,佳木斯市,向阳区,230803
黑龙江省,佳木斯市,前进区,230804
黑龙江省,佳木斯市,东风区,230805
黑龙江省,佳木斯市,郊区,230811
黑龙江省,佳木斯市,[富锦县],230821
黑龙江省,佳木斯市,桦南县,230822
黑龙江省,佳木斯市,[依兰县],230823
黑龙江省,佳木斯市,[勃利县],230824
黑龙江省,佳木斯市,[集贤县],230825
黑龙江省,佳木斯市,桦川县,230826
黑龙江省,佳木斯市,[宝清县],230827
黑龙江省,佳木斯市,汤原县,230828
黑龙江省,佳木斯市,[绥滨县],230829
黑龙江省,佳木斯市,[萝北县],230830
黑龙江省,佳木斯市,[同江县],230831
黑龙江省,佳木斯市,[饶河县],230832
黑龙江省,佳木斯市,[抚远县],230833
黑龙江省,佳木斯市,[友谊县],230834
黑龙江省,佳木斯市,同江市,230881
黑龙江省,佳木斯市,富锦市,230882
黑龙江省,佳木斯市,抚远市,230883
黑龙江省,七台河市,新兴区,230902
黑龙江省,七台河市,桃山区,230903
黑龙江省,七台河市,茄子河区,230904
黑龙江省,七台河市,勃利县,230921
黑龙江省,牡丹江市,东安区,231002
黑龙江省,牡丹江市,阳明区,231003
黑龙江省,牡丹江市,爱民区,231004
黑龙江省,牡丹江市,西安区,231005
黑龙江省,牡丹江市,[郊区],231011
黑龙江省,牡丹江市,[镜泊湖市],231019
黑龙江省,牡丹江市,[绥芬河市],231020
黑龙江省,牡丹江市,[宁安县],231021
黑龙江省,牡丹江市,[海林县],231022
黑龙江省,牡丹江市,[穆棱县],231023
黑龙江省,牡丹江市,[东宁县],231024
黑龙江省,牡丹江市,林口县,231025
黑龙江省,牡丹江市,[密山县],231026
黑龙江省,牡丹江市,[虎林县],231027
黑龙江省,牡丹江市,绥芬河市,231081
黑龙江省,牡丹江市,[密山市],231082
黑龙江省,牡丹江市,海林市,231083
黑龙江省,牡丹江市,宁安市,231084
黑龙江省,牡丹江市,穆棱市,231085
黑龙江省,牡丹江市,东宁市,231086
黑龙江省,黑河市,爱辉区(瑷珲区),231102
黑龙江省,黑河市,嫩江县,231121
黑龙江省,黑河市,[德都县],231122
黑龙江省,黑河市,逊克县,231123
黑龙江省,黑河市,孙吴县,231124
黑龙江省,黑河市,北安市,231181
黑龙江省,黑河市,五大连池市,231182
黑龙江省,绥化市,北林区,231202
黑龙江省,绥化市,望奎县,231221
黑龙江省,绥化市,兰西县,231222
黑龙江省,绥化市,青冈县,231223
黑龙江省,绥化市,庆安县,231224
黑龙江省,绥化市,明水县,231225
黑龙江省,绥化市,绥棱县,231226
黑龙江省,绥化市,安达市,231281
黑龙江省,绥化市,肇东市,231282
黑龙江省,绥化市,海伦市,231283
黑龙江省,[松花江地区],[双城市],232101
黑龙江省,[松花江地区],[尚志市],232102
黑龙江省,[松花江地区],[五常市],232103
黑龙江省,[松花江地区],[阿城县],232121
黑龙江省,[松花江地区],[宾县],232122
黑龙江省,[松花江地区],[呼兰县],232123
黑龙江省,[松花江地区],[双城县],232124
黑龙江省,[松花江地区],[五常县],232125
黑龙江省,[松花江地区],[巴彦县],232126
黑龙江省,[松花江地区],[木兰县],232127
黑龙江省,[松花江地区],[通河县],232128
黑龙江省,[松花江地区],[尚志县],232129
黑龙江省,[松花江地区],[方正县],232130
黑龙江省,[松花江地区],[延寿县],232131
黑龙江省,[嫩江地区],[龙江县],232221
黑龙江省,[嫩江地区],[讷河县],232222
黑龙江省,[嫩江地区],[依安县],232223
黑龙江省,[嫩江地区],[泰来县],232224
黑龙江省,[嫩江地区],[甘南县],232225
黑龙江省,[嫩江地区],[杜尔伯特蒙古族自治县],232226
黑龙江省,[嫩江地区],[富裕县],232227
黑龙江省,[嫩江地区],[林甸县],232228
黑龙江省,[嫩江地区],[克山县],232229
黑龙江省,[嫩江地区],[克东县],232230
黑龙江省,[嫩江地区],[拜泉县],232231
黑龙江省,[绥化地区],[绥化市],232301
黑龙江省,[绥化地区],[安达市],232302
黑龙江省,[绥化地区],[肇东市],232303
黑龙江省,[绥化地区],[海伦市],232304
黑龙江省,[绥化地区],[海伦县],232321
黑龙江省,[绥化地区],[肇东县],232322
黑龙江省,[绥化地区],[绥化县],232323
黑龙江省,[绥化地区],[望奎县],232324
黑龙江省,[绥化地区],[兰西县],232325
黑龙江省,[绥化地区],[青冈县],232326
黑龙江省,[绥化地区],[安达县],232327
黑龙江省,[绥化地区],[肇源县],232328
黑龙江省,[绥化地区],[肇州县],232329
黑龙江省,[绥化地区],[庆安县],232330
黑龙江省,[绥化地区],[明水县],232331
黑龙江省,[绥化地区],[绥棱县],232332
黑龙江省,[合江地区],[佳木斯市],232401
黑龙江省,[合江地区],[七台河市],232402
黑龙江省,[合江地区],[富锦县],232421
黑龙江省,[合江地区],[桦南县],232422
黑龙江省,[合江地区],[依兰县],232423
黑龙江省,[合江地区],[勃利县],232424
黑龙江省,[合江地区],[集贤县],232425
黑龙江省,[合江地区],[桦川县],232426
黑龙江省,[合江地区],[宝清县],232427
黑龙江省,[合江地区],[汤原县],232428
黑龙江省,[合江地区],[绥滨县],232429
黑龙江省,[合江地区],[萝北县],232430
黑龙江省,[合江地区],[同江县],232431
黑龙江省,[合江地区],[饶河县],232432
黑龙江省,[合江地区],[抚远县],232433
黑龙江省,[牡丹江地区],[牡丹江市],232501
黑龙江省,[牡丹江地区],[绥芬河市],232502
黑龙江省,[牡丹江地区],[宁安县],232521
黑龙江省,[牡丹江地区],[海林县],232522
黑龙江省,[牡丹江地区],[穆棱县],232523
黑龙江省,[牡丹江地区],[东宁县],232524
黑龙江省,[牡丹江地区],[林口县],232525
黑龙江省,[牡丹江地区],[鸡东县],232526
黑龙江省,[牡丹江地区],[密山县],232527
黑龙江省,[牡丹江地区],[虎林县],232528
黑龙江省,[黑河地区],[黑河市],232601
黑龙江省,[黑河地区],[北安市],232602
黑龙江省,[黑河地区],[五大连池市],232603
黑龙江省,[黑河地区],[北安县],232621
黑龙江省,[黑河地区],[嫩江县],232622
黑龙江省,[黑河地区],[德都县],232623
黑龙江省,[黑河地区],[爱辉县(瑷珲县)],232624
黑龙江省,[黑河地区],[逊克县],232625
黑龙江省,[黑河地区],[孙吴县],232626
黑龙江省,大兴安岭地区,[加格达奇区],232701
黑龙江省,大兴安岭地区,[松岭区],232702
黑龙江省,大兴安岭地区,[新林区],232703
黑龙江省,大兴安岭地区,[呼中区],232704
黑龙江省,大兴安岭地区,漠河市,232705
黑龙江省,大兴安岭地区,呼玛县,232721
黑龙江省,大兴安岭地区,塔河县,232722
黑龙江省,大兴安岭地区,[漠河县],232723
黑龙江省,[省直辖县级行政区划],[绥芬河市],239001
黑龙江省,[省直辖县级行政区划],[阿城市],239002
黑龙江省,[省直辖县级行政区划],[同江市],239003
黑龙江省,[省直辖县级行政区划],[富锦市],239004
黑龙江省,[省直辖县级行政区划],[铁力市(铁骊市)],239005
黑龙江省,[省直辖县级行政区划],[密山市],239006
黑龙江省,[省直辖县级行政区划],[海林市],239007
黑龙江省,[省直辖县级行政区划],[讷河市],239008
黑龙江省,[省直辖县级行政区划],[北安市],239009
黑龙江省,[省直辖县级行政区划],[五大连池市],239010
黑龙江省,[省直辖县级行政区划],[宁安市],239011
上海市,上海市,黄浦区,310101
上海市,上海市,[南市区],310102
上海市,上海市,[卢湾区],310103
上海市,上海市,徐汇区,310104
上海市,上海市,长宁区,310105
上海市,上海市,静安区,310106
上海市,上海市,普陀区,310107
上海市,上海市,[闸北区],310108
上海市,上海市,虹口区,310109
上海市,上海市,杨浦区,310110
上海市,上海市,[吴淞区],310111
上海市,上海市,闵行区,310112
上海市,上海市,宝山区,310113
上海市,上海市,嘉定区,310114
上海市,上海市,浦东新区,310115
上海市,上海市,金山区,310116
上海市,上海市,松江区,310117
上海市,上海市,青浦区,310118
上海市,上海市,[南汇区],310119
上海市,上海市,奉贤区,310120
上海市,上海市,崇明区,310151
上海市,上海市,[上海县],310221
上海市,上海市,[嘉定县],310222
上海市,上海市,[宝山县],310223
上海市,上海市,[川沙县],310224
上海市,上海市,[南汇县],310225
上海市,上海市,[奉贤县],310226
上海市,上海市,[松江县],310227
上海市,上海市,[金山县],310228
上海市,上海市,[青浦县],310229
上海市,上海市,[崇明县],310230
江苏省,南京市,玄武区,320102
江苏省,南京市,[白下区],320103
江苏省,南京市,秦淮区,320104
江苏省,南京市,建邺区,320105
江苏省,南京市,鼓楼区,320106
江苏省,南京市,[下关区],320107
江苏省,南京市,浦口区,320111
江苏省,南京市,[大厂区],320112
江苏省,南京市,栖霞区,320113
江苏省,南京市,雨花台区,320114
江苏省,南京市,江宁区,320115
江苏省,南京市,六合区,320116
江苏省,南京市,溧水区,320117
江苏省,南京市,高淳区,320118
江苏省,南京市,[市区],320120
江苏省,南京市,[江宁县],320121
江苏省,南京市,[江浦县],320122
江苏省,南京市,[六合县],320123
江苏省,南京市,[溧水县],320124
江苏省,南京市,[高淳县],320125
江苏省,无锡市,[崇安区],320202
江苏省,无锡市,[南长区],320203
江苏省,无锡市,[北塘区],320204
江苏省,无锡市,锡山区,320205
江苏省,无锡市,惠山区,320206
江苏省,无锡市,滨湖区,320211
江苏省,无锡市,[马山区],320212
江苏省,无锡市,梁溪区,320213
江苏省,无锡市,新吴区,320214
江苏省,无锡市,[江阴县],320221
江苏省,无锡市,[无锡县],320222
江苏省,无锡市,[宜兴县],320223
江苏省,无锡市,江阴市,320281
江苏省,无锡市,宜兴市,320282
江苏省,无锡市,[锡山市],320283
江苏省,徐州市,鼓楼区,320302
江苏省,徐州市,云龙区,320303
江苏省,徐州市,[九里区],320304
江苏省,徐州市,贾汪区,320305
江苏省,徐州市,泉山区,320311
江苏省,徐州市,铜山区,320312
江苏省,徐州市,丰县,320321
江苏省,徐州市,沛县,320322
江苏省,徐州市,[铜山县],320323
江苏省,徐州市,睢宁县,320324
江苏省,徐州市,[邳县],320325
江苏省,徐州市,[新沂县],320326
江苏省,徐州市,新沂市,320381
江苏省,徐州市,邳州市,320382
江苏省,常州市,天宁区,320402
江苏省,常州市,[广化区],320403
江苏省,常州市,钟楼区,320404
江苏省,常州市,[戚墅堰区],320405
江苏省,常州市,新北区,320411
江苏省,常州市,武进区,320412
江苏省,常州市,金坛区,320413
江苏省,常州市,[武进县],320421
江苏省,常州市,[金坛县],320422
江苏省,常州市,[溧阳县],320423
江苏省,常州市,溧阳市,320481
江苏省,常州市,[金坛市],320482
江苏省,常州市,[武进市],320483
江苏省,苏州市,[沧浪区],320502
江苏省,苏州市,[平江区],320503
江苏省,苏州市,[金阊区],320504
江苏省,苏州市,虎丘区,320505
江苏省,苏州市,吴中区,320506
江苏省,苏州市,相城区,320507
江苏省,苏州市,姑苏区,320508
江苏省,苏州市,吴江区,320509
江苏省,苏州市,[郊区],320511
江苏省,苏州市,[常熟市],320520
江苏省,苏州市,[沙洲县],320521
江苏省,苏州市,[太仓县],320522
江苏省,苏州市,[昆山县],320523
江苏省,苏州市,[吴县],320524
江苏省,苏州市,[吴江县],320525
江苏省,苏州市,常熟市,320581
江苏省,苏州市,张家港市,320582
江苏省,苏州市,昆山市,320583
江苏省,苏州市,[吴江市],320584
江苏省,苏州市,太仓市,320585
江苏省,苏州市,[吴县市],320586
江苏省,南通市,崇川区,320602
江苏省,南通市,港闸区,320611
江苏省,南通市,通州区,320612
江苏省,南通市,[海安县],320621
江苏省,南通市,[如皋县],320622
江苏省,南通市,如东县,320623
江苏省,南通市,[南通县],320624
江苏省,南通市,[海门县],320625
江苏省,南通市,[启东县],320626
江苏省,南通市,启东市,320681
江苏省,南通市,如皋市,320682
江苏省,南通市,[通州市],320683
江苏省,南通市,海门市,320684
江苏省,南通市,海安市,320685
江苏省,连云港市,[新海区],320702
江苏省,连云港市,连云区,320703
江苏省,连云港市,[云台区],320704
江苏省,连云港市,[新浦区],320705
江苏省,连云港市,海州区,320706
江苏省,连云港市,赣榆区,320707
江苏省,连云港市,[赣榆县],320721
江苏省,连云港市,东海县,320722
江苏省,连云港市,灌云县,320723
江苏省,连云港市,灌南县,320724
江苏省,淮安市(淮阴市),[清河区],320802
江苏省,淮安市(淮阴市),淮安区,320803
江苏省,淮安市(淮阴市),淮阴区,320804
江苏省,淮安市(淮阴市),[清浦区],320811
江苏省,淮安市(淮阴市),清江浦区,320812
江苏省,淮安市(淮阴市),洪泽区,320813
江苏省,淮安市(淮阴市),[淮阴县],320821
江苏省,淮安市(淮阴市),[灌南县],320822
江苏省,淮安市(淮阴市),[沭阳县],320823
江苏省,淮安市(淮阴市),[宿迁县],320824
江苏省,淮安市(淮阴市),[泗阳县],320825
江苏省,淮安市(淮阴市),涟水县,320826
江苏省,淮安市(淮阴市),[泗洪县],320827
江苏省,淮安市(淮阴市),[淮安县],320828
江苏省,淮安市(淮阴市),[洪泽县],320829
江苏省,淮安市(淮阴市),盱眙县,320830
江苏省,淮安市(淮阴市),金湖县,320831
江苏省,淮安市(淮阴市),[宿迁市],320881
江苏省,淮安市(淮阴市),[淮安市(淮阴市)],320882
江苏省,盐城市,亭湖区,320902
江苏省,盐城市,盐都区,320903
江苏省,盐城市,大丰区,320904
江苏省,盐城市,[郊区],320911
江苏省,盐城市,响水县,320921
江苏省,盐城市,滨海县,320922
江苏省,盐城市,阜宁县,320923
江苏省,盐城市,射阳县,320924
江苏省,盐城市,建湖县,320925
江苏省,盐城市,[大丰县],320926
江苏省,盐城市,[东台县],320927
江苏省,盐城市,[盐都县],320928
江苏省,盐城市,东台市,320981
江苏省,盐城市,[大丰市],320982
江苏省,扬州市,广陵区,321002
江苏省,扬州市,邗江区,321003
江苏省,扬州市,[维扬区],321011
江苏省,扬州市,江都区,321012
江苏省,扬州市,[仪征市],321019
江苏省,扬州市,[泰州市],321020
江苏省,扬州市,[兴化县],321021
江苏省,扬州市,[高邮县],321022
江苏省,扬州市,宝应县,321023
江苏省,扬州市,[靖江县],321024
江苏省,扬州市,[泰兴县],321025
江苏省,扬州市,[江都县],321026
江苏省,扬州市,[邗江县],321027
江苏省,扬州市,[泰县],321028
江苏省,扬州市,[仪征县],321029
江苏省,扬州市,仪征市,321081
江苏省,扬州市,[泰州市],321082
江苏省,扬州市,[兴化市],321083
江苏省,扬州市,高邮市,321084
江苏省,扬州市,[泰兴市],321085
江苏省,扬州市,[靖江市],321086
江苏省,扬州市,[姜堰市],321087
江苏省,扬州市,[江都市],321088
江苏省,镇江市,京口区,321102
江苏省,镇江市,润州区,321111
江苏省,镇江市,丹徒区,321112
江苏省,镇江市,[丹徒县],321121
江苏省,镇江市,[丹阳县],321122
江苏省,镇江市,[句容县],321123
江苏省,镇江市,[扬中县],321124
江苏省,镇江市,丹阳市,321181
江苏省,镇江市,扬中市,321182
江苏省,镇江市,句容市,321183
江苏省,泰州市,海陵区,321202
江苏省,泰州市,高港区,321203
江苏省,泰州市,姜堰区,321204
江苏省,泰州市,兴化市,321281
江苏省,泰州市,靖江市,321282
江苏省,泰州市,泰兴市,321283
江苏省,泰州市,[姜堰市],321284
江苏省,宿迁市,宿城区,321302
江苏省,宿迁市,宿豫区,321311
江苏省,宿迁市,[宿豫县],321321
江苏省,宿迁市,沭阳县,321322
江苏省,宿迁市,泗阳县,321323
江苏省,宿迁市,泗洪县,321324
江苏省,[徐州地区],[丰县],322121
江苏省,[徐州地区],[沛县],322122
江苏省,[徐州地区],[铜山县],322123
江苏省,[徐州地区],[睢宁县],322124
江苏省,[徐州地区],[邳县],322125
江苏省,[徐州地区],[新沂县],322126
江苏省,[徐州地区],[东海县],322127
江苏省,[徐州地区],[赣榆县],322128
江苏省,[淮阴地区],[清江市],322201
江苏省,[淮阴地区],[淮阴县],322221
江苏省,[淮阴地区],[灌云县],322222
江苏省,[淮阴地区],[灌南县],322223
江苏省,[淮阴地区],[沭阳县],322224
江苏省,[淮阴地区],[宿迁县],322225
江苏省,[淮阴地区],[泗阳县],322226
江苏省,[淮阴地区],[涟水县],322227
江苏省,[淮阴地区],[泗洪县],322228
江苏省,[淮阴地区],[淮安县],322229
江苏省,[淮阴地区],[洪泽县],322230
江苏省,[淮阴地区],[盱眙县],322231
江苏省,[淮阴地区],[金湖县],322232
江苏省,[盐城地区],[响水县],322321
江苏省,[盐城地区],[滨海县],322322
江苏省,[盐城地区],[阜宁县],322323
江苏省,[盐城地区],[射阳县],322324
江苏省,[盐城地区],[建湖县],322325
江苏省,[盐城地区],[盐城县],322326
江苏省,[盐城地区],[大丰县],322327
江苏省,[盐城地区],[东台县],322328
江苏省,[扬州地区],[扬州市],322401
江苏省,[扬州地区],[泰州市],322402
江苏省,[扬州地区],[兴化县],322421
江苏省,[扬州地区],[高邮县],322422
江苏省,[扬州地区],[宝应县],322423
江苏省,[扬州地区],[靖江县],322424
江苏省,[扬州地区],[泰兴县],322425
江苏省,[扬州地区],[江都县],322426
江苏省,[扬州地区],[邗江县],322427
江苏省,[扬州地区],[泰县],322428
江苏省,[扬州地区],[仪征县],322429
江苏省,[南通地区],[海安县],322521
江苏省,[南通地区],[如皋县],322522
江苏省,[南通地区],[如东县],322523
江苏省,[南通地区],[通州县],322524
江苏省,[南通地区],[海门县],322525
江苏省,[南通地区],[启东县],322526
江苏省,[镇江地区],[镇江市],322601
江苏省,[镇江地区],[丹徒县],322621
江苏省,[镇江地区],[武进县],322622
江苏省,[镇江地区],[丹阳县],322623
江苏省,[镇江地区],[句容县],322624
江苏省,[镇江地区],[金坛县],322625
江苏省,[镇江地区],[溧水县],322626
江苏省,[镇江地区],[高淳县],322627
江苏省,[镇江地区],[溧阳县],322628
江苏省,[镇江地区],[宜兴县],322629
江苏省,[镇江地区],[扬中县],322630
江苏省,[苏州地区],[江阴县],322721
江苏省,[苏州地区],[无锡县],322722
江苏省,[苏州地区],[沙洲县],322723
江苏省,[苏州地区],[常熟县],322724
江苏省,[苏州地区],[太仓县],322725
江苏省,[苏州地区],[昆山县],322726
江苏省,[苏州地区],[吴县],322727
江苏省,[苏州地区],[吴江县],322728
江苏省,[省直辖县级行政区划],[泰州市],329001
江苏省,[省直辖县级行政区划],[仪征市],329002
江苏省,[省直辖县级行政区划],[常熟市],329003
江苏省,[省直辖县级行政区划],[张家港市],329004
江苏省,[省直辖县级行政区划],[江阴市],329005
江苏省,[省直辖县级行政区划],[宿迁市],329006
江苏省,[省直辖县级行政区划],[丹阳市],329007
江苏省,[省直辖县级行政区划],[东台市],329008
江苏省,[省直辖县级行政区划],[兴化市],329009
江苏省,[省直辖县级行政区划],[淮安市(淮阴市)],329010
江苏省,[省直辖县级行政区划],[宜兴市],329011
江苏省,[省直辖县级行政区划],[昆山市],329012
江苏省,[省直辖县级行政区划],[启东市],329013
江苏省,[省直辖县级行政区划],[新沂市],329014
江苏省,[省直辖县级行政区划],[溧阳市],329015
江苏省,[省直辖县级行政区划],[如皋市],329016
江苏省,[省直辖县级行政区划],[高邮市],329017
江苏省,[省直辖县级行政区划],[吴江市],329018
江苏省,[省直辖县级行政区划],[邳州市],329019
江苏省,[省直辖县级行政区划],[泰兴市],329020
江苏省,[省直辖县级行政区划],[通州市],329021
江苏省,[省直辖县级行政区划],[太仓市],329022
江苏省,[省直辖县级行政区划],[靖江市],329023
